vertex,TI,cluster,btw_centrality,degree,AB
"Billon M, 2009",DISPARITIES IN ICT ADOPTION: A MULTIDIMENSIONAL APPROACH TO STUDY THE CROSS-COUNTRY DIGITAL DIVIDE,1,0.19697702796840605,0.24077976817702845,"THIS PAPER PRESENTS A CROSS-COUNTRY STUDY ON THE DETERMINANTS OF INFORMATION AND COMMUNICATION TECHNOLOGY (ICT) DIFFUSION USING MULTIVARIATE ANALYSIS TECHNIQUES TO CAPTURE THE RELATIVE AND MULTIDIMENSIONAL CHARACTER OF DIGITAL DIVIDE. USING CANONICAL CORRELATION ANALYSIS, THE DIFFERENCES DETECTED BETWEEN GROUPS OF COUNTRIES BOTH IN TERMS OF ICT PATTERNS AND IN TERMS OF THE FACTORS EXPLAINING EACH ARE COMPARED. THE RESULTS PROVIDE THE ABILITY TO DISTINGUISH BETWEEN DIFFERENT PATTERNS OF ICT ADOPTION THAT CAN BE EXPLAINED PRIMARILY BY VARIABLES ASSOCIATED WITH DIFFERENCES IN DEVELOPMENT LEVELS. IN COUNTRIES REGISTERING HIGHER LEVELS OF ICT ADOPTION, THE DIGITALIZATION PATTERN IS EXPLAINED BY GDP, SERVICE SECTOR, EDUCATION, AND GOVERNMENTAL EFFECTIVENESS. IN CONTRAST, IN DEVELOPING COUNTRIES, POPULATION AGE AND URBAN POPULATION ARE POSITIVELY ASSOCIATED WITH THE ICT ADOPTION, WHILE INTERNET COSTS IMPACT NEGATIVELY. THE RESULTS MIGHT BE USEFUL IN FINDING AND IMPLEMENTING THE MOST SUITABLE TELECOMMUNICATION AND DEVELOPMENT POLICIES FOR EACH CASE. (C) 2009 ELSEVIER LTD. ALL RIGHTS RESERVED."
"Notten N, 2009",RESEARCH NOTE: DIGITAL DIVIDE ACROSS BORDERSA CROSS-NATIONAL STUDY OF ADOLESCENTS USE OF DIGITAL TECHNOLOGIES,1,4.616140421605457,0.3087460484720759,"IN THIS STUDY, WE ANALYSE DIGITAL DIVIDES IN TERMS OF SOCIAL INEQUALITY IN DIGITAL ACCESS AND USE PATTERNS FROM A HIERARCHICAL PERSPECTIVE. USING DATA FROM THE PROGRAMME FOR INTERNATIONAL STUDENT ASSESSMENT (PISA) 2003 IN 30 NATIONS, WE FOCUS ON SOCIAL CLEAVAGES IN MID-ADOLESCENTS ACCESS AND USE OF DIGITAL TECHNOLOGIES, TAKING INTO ACCOUNT BOTH INDIVIDUAL-LEVEL AND COUNTRY-LEVEL INFLUENCES. OUR STUDY SHOWS THAT ADOLESCENTS FROM HIGHER SOCIO-ECONOMIC AND TWO-PARENT FAMILY HOUSEHOLDS ARE MORE LIKELY TO HAVE INTERNET ACCESS AT HOME. ADDITIONALLY, ADOLESCENTS FROM HIGHER-STATUS FAMILIES USE THE INTERNET MORE OFTEN FOR INFORMATIONAL PURPOSES THAN CHILDREN FROM LOWER-STATUS FAMILIES. ADOLESCENTS FROM SINGLE-PARENT ARE LESS LIKELY TO HAVE HOME INTERNET ACCESS. NEVERTHELESS, THEY USE THE INTERNET MORE FREQUENTLY FOR INFORMATION AND COMMUNICATION AND PLAY COMPUTER GAMES MORE OFTEN THAN THEIR PEERS LIVING IN TWO-PARENT FAMILIES. TESTING SIMULTANEOUSLY INDIVIDUAL AND COUNTRY CHARACTERISTICS SHOWS THAT A COUNTRYS LEVEL OF MODERNIZATION CAN BE SEPARATED INTO COMPOSITIONAL AND CONTEXTUAL EFFECTS. OVERALL, A COUNTRYS LEVEL OF MODERNIZATION ONLY AFFECTS WHETHER DIGITAL APPLICATIONS ARE AVAILABLE AT THE FAMILY HOME, BUT NOT HOW THEY ARE USED. THESE FINDINGS SUGGEST THAT ONCE A FAMILY HAS ACCESS TO THE INTERNET, THE DIGITAL USE PATTERNS OF THEIR ADOLESCENT CHILDREN DO NOT DIFFER ACROSS NATIONS."
"Fuchs C, 2009",THE ROLE OF INCOME INEQUALITY IN A MULTIVARIATE CROSS-NATIONAL ANALYSIS OF THE DIGITAL DIVIDE,1,1.4900370413623867,0.24920969441517388,"THIS ARTICLE IS SUBJECT TO THE FOLLOWING RESEARCH QUESTION: IS THE ROLE OF INCOME INEQUALITY IN COMPARISON TO OTHER FACTORS AN ELEMENT THAT INFLUENCES THE DIGITAL DIVIDE? ELEVEN VARIABLES PROVIDING DATA ON 126 COUNTRIES ARE ANALYZED USING MULTIVARIATE REGRESSION TO IDENTIFY WHICH OF THEM INFLUENCE INTERNET USAGE TO WHAT EXTENT. THE USED DATA ON 126 COUNTRIES REFER TO THE YEAR 2005. THE RESULTS SHOW THAT INCOME INEQUALITY MEASURED BY THE GINI COEFFICIENT IS AN IMPORTANT INFLUENCING FACTOR BESIDES PER CAPITA INCOME, THE DEGREE OF URBANIZATION, AND THE LEVEL OF DEMOCRATIZATION. THE RESULTS QUESTION REDUCTIONISTIC DIGITAL DIVIDE APPROACHES THAT ANALYZE INFORMATION INEQUALITY VIA FOCUSING ON A SINGLE VARIABLE (SUCH AS TECHNOLOGY OR MARKETS). ACCESS TO ICTS IS SHAPED BY THE INTERACTION OF SOCIOECONOMIC, POLITICAL, CULTURAL, SOCIAL, AND TECHNOLOGICAL FACTORS. THESE RESULTS CAST DOUBT ON TECHNOLOGICAL DETERMINISM, ECONOMIC REDUCTIONISM, AND LINEAR TREND PROJECTION IN THE DIGITAL DIVIDE DEBATE. DIGITAL DIVIDE CAUSES ARE COMPLEX."
"Harfouche A, 2010",SESAME STREET EFFECT: ANALYZING THE ANTECEDENTS OF THE E-ACCESS AND THE E-SKILLS DIVIDES AT THE MACRO AND MICRO LEVELS,1,1.9905227534248275,0.3429926238145416,"THIS ARTICLE INVESTIGATES THE REASONS FOR THE E-ACCESS AND E-SKILLS DIVIDES. THE RESEARCH QUESTIONS ARE: WHAT FACTORS CONTRIBUTE TO EXPLAIN THE E-ACCESS AND THE E-SKILLS? IN WHAT WAY DO SOCIO-ECONOMIC, DEMOGRAPHIC, CULTURAL, AND POLITICAL FACTORS EXPLAIN THE DIGITAL DIVIDE? IN ORDER TO ANSWER THESE QUESTIONS, TWO STUDIES WERE CONDUCTED: ONE AT THE INDIVIDUAL LEVEL AND ONE AT THE COUNTRY LEVEL. BASED ON DATA COLLECTED FROM 330 LEBANESE POTENTIAL USERS OF PUBLIC E-SERVICES, THE INDIVIDUAL-LEVEL STUDY MEASURES THE IMPACTS OF INCOME, EDUCATION LEVEL, AND OCCUPATION DISPARITIES ON THE E-ACCESS AND E-SKILLS DIVIDES. IT ALSO MEASURES THE IMPACTS OF GENDER, RELIGIOUS, REGIONAL, AND GENERATIONAL DIFFERENCES ON THE DIGITAL DIVIDE. THE SECOND STUDY COMPARES 86 COUNTRIES BASED ON SEVERAL FACTORS: ECONOMIC (MEASURED BY GDP PER CAPITA), SOCIO-DEMOGRAPHIC (HUMAN DEVELOPMENT INDEX), CULTURAL (DISPARITIES BETWEEN GENDERS), AND POLITICAL (DEMOCRACY INDEX). IN ORDER TO ISOLATE THE CONTEXT-SPECIFIC FACTORS, WE ALSO COMPARE THESE RESULTS TO THOSE OF THE ARAB WORLD (21 COUNTRIES). BY COMPARING THE MICRO WITH THE MACRO LEVEL OF ANALYSIS, THIS PAPER PROPOSES A NOVEL POINT OF VIEW THAT CAN MEASURE THE INDIVIDUAL IMPACTS ON THE MACRO AND THE MACRO IMPACTS ON THE INDIVIDUAL."
"Alexopoulos G, 2010",ADOPTION AND USE OF ICTS AMONG RURAL YOUTH: EVIDENCE FROM GREECE,1,2.343616505429592,0.24499473129610116,"IN THE LAST FEW DECADES, WITHIN THE RHETORIC OF THE “INFORMATION AGE”, THERE IS A GROWING ENTHUSIASM FOR THE (POTENTIAL) BENEFITS OF THE DISSEMINATION OF INFORMATION AND COMMUNICATION TECHNOLOGIES (ICTS). THIS IS FURTHER ENHANCED THROUGH EGOVERNMENT PROJECTS UNDERTAKEN ON A WORLDWIDE SCALE. HOWEVER, A NUMBER OF ISSUES SEEM TO DEFY SUCH OPTIMISM AS FAR AS RURAL AREAS ARE CONCERNED. THE CRITICAL REVIEW OF SUCH ISSUES QUESTION THE THESIS THAT ICTS UNDOUBTEDLY BENEFIT (HUMAN) DEVELOPMENT. IN PARTICULAR, THIS PAPER, DRAWING ON DATA FROM A LARGE-SCALE SURVEY IN GREECE, IDENTIFIES THE MARGINAL EFFECTS OF A SERIES OF DEMOGRAPHIC, SOCIOECONOMIC AND SPATIAL CHARACTERISTICS, AND INFORMATION SOURCES ON PC AND INTERNET USE ON THE PART OF YOUNG RURAL INHABITANTS, ESPECIALLY FARMERS. THE RESULTS, POINTING TOWARD AN EMERGING INTRA-RURAL DIGITAL DIVIDE, ARE CONSEQUENTLY DISCUSSED VIS-À-VIS EGOVERNMENT PROJECTS, FROM THE POINT OF VIEW OF HUMAN DEVELOPMENT."
"Vicente M, 2011",ASSESSING THE REGIONAL DIGITAL DIVIDE ACROSS THE EUROPEAN UNION-27,1,0.7172699979302017,0.39778714436248686,"DESPITE THE EFFORTS DEVOTED TO THE ANALYSIS OF THE DIGITAL DIVIDE OVER THE LAST YEARS, THE REGIONAL EVIDENCE ON THIS ISSUE IS STILL SCARCE. WITHIN THIS CONTEXT, THE GOALS OF THIS PAPER ARE TWOFOLD: (1) MEASURING THE DIGITAL DIVIDE ACROSS THE REGIONS OF THE 27 MEMBER STATES AND WITHIN EACH COUNTRY AND (2) EXPLAINING THE OBSERVED REGIONAL DISPARITIES. THE ANALYSIS LEADS TO IDENTIFY DUTCH REGIONS AS THE TOP-10 IN ICT, WHILE GREECE AND BULGARIA OCCUPY THE BOTTOM-10. THEREFORE, RESULTS SHOW THAT THE REGIONAL DIGITAL DIVIDE REFLECTS TO SOME EXTENT THE INCOME GAP. HOWEVER, REGIONAL POLICY SEEMS TO BE HAVING SOME POSITIVE IMPLICATIONS FOR TECHNOLOGY ADOPTION. IN PARTICULAR, THE RURAL-VERSUS-URBAN DIMENSION OF THE DIGITAL GAP APPEARS TO BE LESS IMPORTANT THAN IT IS USUALLY CLAIMED TO. LIKEWISE, SOME EVIDENCE IS FOUND OF THE ROLE OF CULTURAL AND INSTITUTIONAL FACTORS IN ICT ADOPTION, AN ISSUE THAT HAS NOT BEEN PREVIOUSLY ANALYZED AT THE REGIONAL LEVEL. (C) 2010 ELSEVIER LTD. ALL RIGHTS RESERVED."
"Tondeur J, 2011",ICT AS CULTURAL CAPITAL: THE RELATIONSHIP BETWEEN SOCIOECONOMIC STATUS AND THE COMPUTER-USE PROFILE OF YOUNG PEOPLE,1,1.617743610151792,0.24710221285563752,"THIS STUDY EXPLORES THE RELATIONSHIP BETWEEN SOCIOECONOMIC STATUS (SES) AND THE COMPUTER-USE PROFILE OF 1241 SCHOOL STUDENTS IN FLANDERS, THE NORTHERN REGION OF BELGIUM. MORE SPECIFICALLY, THE ARTICLE EXAMINES WHETHER VARYING PATTERNS OF COMPUTER ACCESS, ATTITUDES, COMPETENCIES AND USES CAN BE SEEN AS CONSTITUTING DIFFERENCES IN CULTURAL CAPITAL. ADDITIONALLY, GENDER WAS INCLUDED IN THE SURVEY AS AN IMPORTANT BACKGROUND CHARACTERISTIC IN DIGITAL DIVIDE RESEARCH. PATH ANALYSIS WAS USED TO MODEL THE COMPLEX RELATIONSHIPS BETWEEN THE INFLUENCING FACTORS UPON THE ICT-RELATED VARIABLES. WHAT EMERGED FROM THE ANALYSES WAS THAT SES AFFECTS THE COMPUTER-USE PROFILE ONLY MODERATELY. NO RELATIONSHIP BETWEEN SES AND COMPUTER OWNERSHIP WAS FOUND. MOREOVER, THE ACQUISITION OF ICT COMPETENCIES CAN NO LONGER BE ATTRIBUTED TO COMPUTER OWNERSHIP. APART FROM A SMALL EFFECT ON ICT USE (A HIGHER SES TENDS TO BE ASSOCIATED WITH MORE ICT USE), SES DOES NOT SEEM TO AFFECT THE COMPUTER-USE PROFILE OF YOUNG PEOPLE IN FLANDERS. THE RESULTS OF THIS STUDY INDICATE THAT THE EXISTING DIFFERENCES IN SES ON COMPUTER-USE PROFILE ARE NOT SUFFICIENTLY MARKED TO DEDUCE THAT ICT CAN BE SEEN AS AN INDICATOR OF DIFFERING CULTURAL CAPITAL."
"Bruno G, 2011",A CRITICAL ANALYSIS OF CURRENT INDEXES FOR DIGITAL DIVIDE MEASUREMENT,1,1.642625006033383,0.24710221285563752,"SEVERAL COMPOSITE INDEXES GROUPING SEVERAL VARIABLES INTO A SINGLE FIGURE HAVE BEEN PROPOSED FOR MEASURING THE DIGITAL DIVIDE. IN THIS ARTICLE, THE AUTHORS ANALYZE SHORTCOMINGS OF EXTANT INDEXES. USING MULTIVARIATE ANALYSIS TOOLS, THEY SHOW THAT IN THE DEFINITION OF COMPOSITE INDEXES IT IS POSSIBLE TO INDIVIDUATE A LIMITED SET OF MORE INFLUENCING AND SIGNIFICANT VARIABLES. THIS FINDING SUGGESTS THE POSSIBILITY OF REPLACING SOME REDUNDANT VARIABLES WITH OTHER DIMENSIONS THAT INCLUDE OTHER ASPECTS OF THE DIGITAL DIVIDE THAT ARE NOT CONSIDERED IN EXTANT MEASURES."
"Cruz-Jesus F, 2012",DIGITAL DIVIDE ACROSS THE EUROPEAN UNION,1,0.31656535350490106,0.2650158061116965,"OUR RESEARCH ANALYSES THE DIGITAL DIVIDE WITHIN THE EUROPEAN UNION 27 BETWEEN THE YEARS OF 2008 AND 2010. TO ACCOMPLISH THIS WE USE MULTIVARIATE STATISTICAL METHODS, MORE SPECIFICALLY FACTOR AND CLUSTER ANALYSIS, TO ADDRESS THE EUROPEAN DIGITAL DISPARITIES. OUR RESULTS LEAD TO AN IDENTIFICATION OF TWO LATENT DIMENSIONS AND FIVE GROUPS OF COUNTRIES. WE CONCLUDE THAT A DIGITAL GAP DOES, IN FACT, EXIST WITHIN THE EUROPEAN UNION. THE PROCESS OF EUROPEAN INTEGRATION AND THE ECONOMIC WEALTH EMERGE AS EXPLANATORY FACTORS FOR THIS DIVIDE. ON THE OTHER HAND, THE EDUCATIONAL ATTENDANCE IS NOT PROVEN TO BE SIGNIFICANT, AS ONE WOULD EXPECT. (C) 2012 ELSEVIER B.V. ALL RIGHTS RESERVED."
"Amoretti F, 2013",GOVERNING DIGITAL DIVIDES: POWER STRUCTURES AND ICT STRATEGIES IN A GLOBAL PERSPECTIVE,1,5.095687802789552,0.37776606954689146,"A GREAT PART OF THE RHETORIC ACCOMPANYING THE RAPID DIFFUSION OF INFORMATION AND COMMUNICATION TECHNOLOGIES (ICTS) IN WESTERN SOCIETIES IN RECENT DECADES HAS PUT THE SPOTLIGHT ON THEIR POTENTIAL FOR GENERATING ECONOMIC GROWTH AND DEVELOPMENT IN THE SOCIO-POLITICAL ARENA. YET MECHANISMS THAT GENERATE DISPARITIES AMONG CITIZENS DO NOT GO AWAY WITH THE ADVENT OF ELECTRONIC CITIZENSHIP, AS ASYMMETRIC ACCESS TO ECONOMIC AND POLITICAL RESOURCES LIMIT ACCESS TO NEW TECHNOLOGIES. THIS CONTRIBUTION WILL BE DIVIDED IN THREE SECTIONS. IN THE FIRST PART, THE CONCEPT OF ""DIGITAL DIVIDE"" WILL BE ANALYSED BY CONSIDERING ITS FIRST FORMULATION IN THE US POLITICAL DEBATE DURING THE NINETIES, AS WELL AS THE MORE RECENT EFFORTS TO CONSIDER THE MULTIDIMENSIONAL NATURE OF SUCH CATEGORY. IN THE SECOND SECTION SIGNIFICANT QUANTITATIVE MEASURE OF DIGITAL DISPARITIES BETWEEN COUNTRIES WILL BE PROVIDED. FINALLY, IT WILL SHOW HOW DEVELOPING COUNTRIES ADOPTING PROPRIETARY SOFTWARES ARE BECOMING DEPENDENT ON THE POWER OF PROVIDERS OF ICT GOODS AND SERVICES, WHICH ARE MAINLY CONCENTRATED IN THE UNITED STATES."
