vertex,TI,cluster,btw_centrality,degree,AB
"Buchi M, 2016",MODELING THE SECOND-LEVEL DIGITAL DIVIDE: A FIVE-COUNTRY STUDY OF SOCIAL DIFFERENCES IN INTERNET USE,1,4.0573656169723336,0.6302996042962126,"BASED ON REPRESENTATIVE SURVEYS ON INTERNET USE, THIS ARTICLE ADVANCES COMPARATIVE RESEARCH ON THE SECOND-LEVEL DIGITAL DIVIDE BY MODELING INTERNET USAGE DISPARITIES FOR FIVE COUNTRIES WITH NARROWING ACCESS GAPS. FOUR CORE INTERNET USAGE TYPES ARE CONSTRUCTED AND PREDICTED BY SOCIODEMOGRAPHIC VARIABLES IN A STRUCTURAL MODEL. OVERALL, THE FINDINGS CONFIRM THE RECENTLY IDENTIFIED SHIFT IN THE DIGITAL DIVIDE FROM ACCESS TO USAGE IN FIVE FURTHER COUNTRIES. RESULTS SHOW THAT SOCIODEMOGRAPHICS ALONE ACCOUNT FOR UP TO HALF OF THE VARIANCE IN USAGE IN THESE HIGH-PENETRATION COUNTRIES, WITH AGE BEING THE STRONGEST PREDICTOR. MEASUREMENT INVARIANCE TESTS INDICATE THAT A DIRECT COMPARISON IS ONLY VALID BETWEEN THREE OF THE FIVE COUNTRIES EXPLORED. METHODOLOGICALLY, THIS POINTS TO THE INDISPENSABILITY OF SUCH TESTS FOR UNBIASED COMPARATIVE RESEARCH."
"Vieira J, 2018",MEDIA AND GENERATIONS IN PORTUGAL,1,4.064918818645596,0.7077444884115319,"MANY DISCOURSES LINK MEDIA WITH GENERATIONS, ASCRIBING PARTICULAR APPETENCE FOR THE USE OF NEW MEDIA TO YOUTH, IN CONTRAST WITH OLDER GENERATIONS. THIS ARTICLE AIMS TO GIVE AN ACCOUNT OF THE EMPIRICAL REGULARITIES BUT ALSO DIFFERENCES FOUND IN A LONGITUDINAL QUANTITATIVE ANALYSIS OF INTERNET USERS, USES, AND MEDIA PREFERENCES AMONG DIFFERENT PORTUGUESE AGE COHORTS. MAKING USE OF QUESTIONNAIRE SURVEYS WITH REPRESENTATIVE SAMPLES, THE IMPORTANCE OF GENERATIONAL BELONGINGS IN STRUCTURING DIFFERENT TYPES OF RELATIONSHIPS WITH MEDIA IS DEMONSTRATED, AS YOUNGSTERS SEEM TO PREFER NEW MEDIA. HOWEVER, THIS VARIABLE DOES NOT HOLD IN ITSELF COMPLETE EXPLANATORY POWER. THE IMPORTANCE OF FORMAL EDUCATION, BESIDES OTHER SOCIOGRAPHIC VARIABLES, IS CLEAR, INDICATING THE EXISTENCE OF SOCIAL DISPARITIES WITHIN AGE COHORTS, WITH REPERCUSSIONS ON THE MEDIATED ACCESS TO RESOURCES AND OPPORTUNITIES. THE DIVERSITY AND INEQUALITIES FOUND THROUGH THE STATISTICAL ANALYSIS HELP TO COMBAT THE RHETORIC OF A SUPPOSEDLY INNATE, ALL-ENCOMPASSING DIGITAL NATIVITY. BY ADOPTING A SOCIAL CONSTRUCTIVIST APPROACH, WITH A MORE HOLISTIC SCOPE, THIS ARTICLE ALSO AIMS TO RECONSTRUCT PART OF THE COMPLEXITY AND MULTIDIMENSIONALITY OF THE RELATIONSHIP BETWEEN AND WITHIN PORTUGUESE GENERATIONS WITH MEDIA, THEREBY DECONSTRUCTING MORE ESSENTIALIST AND HOMOGENISING NOTIONS OF YOUTH AND GENERATIONS."
"Blank G, 2018-1",BENEFITS AND HARMS FROM INTERNET USE: A DIFFERENTIATED ANALYSIS OF GREAT BRITAIN,1,5.725621089522536,0.7919728660260034,"RECENT STUDIES HAVE ENHANCED OUR UNDERSTANDING OF DIGITAL DIVIDES BY INVESTIGATING OUTCOMES OF INTERNET USE. WE EXTEND THIS RESEARCH TO ANALYSE POSITIVE AND NEGATIVE OUTCOMES OF INTERNET USE IN THE UNITED KINGDOM. WE APPLY STRUCTURAL EQUATION MODELLING TO DATA FROM A LARGE INTERNET SURVEY TO COMPARE THE SOCIAL STRUCTURATION OF INTERNET BENEFITS WITH HARMS. WE FIND THAT HIGHLY EDUCATED USERS BENEFIT MOST FROM USING THE WEB. ELDERLY INDIVIDUALS BENEFIT MORE THAN YOUNGER ONES. NEXT TO DEMOGRAPHIC CHARACTERISTICS, TECHNOLOGY ATTITUDES ARE THE STRONGEST PREDICTORS OF ONLINE BENEFITS. THE HARMS FROM USING THE INTERNET ARE STRUCTURED DIFFERENTLY, WITH EDUCATED USERS AND THOSE WITH HIGH LEVELS OF PRIVACY CONCERNS BEING MOST SUSCEPTIBLE TO HARM. THIS RUNS COUNTER TO INTUITIONS BASED ON PRIOR DIGITAL DIVIDE RESEARCH, WHERE THOSE AT THE MARGINS SHOULD BE MOST AT RISK. WHILE PREVIOUS RESEARCH ON DIGITAL INEQUALITY HAS ONLY LOOKED AT BENEFITS, THE INCLUSION OF HARMS DRAWS A MORE DIFFERENTIATED PICTURE."
"Mingo I, 2018","THE MATTHEW EFFECT IN THE ITALIAN DIGITAL CONTEXT: THE PROGRESSIVE MARGINALISATION OF THE ""POOR""",1,8.77253976372454,0.9304691916336914,"THE MATTHEW EFFECT DESCRIBES A MODEL ACCORDING TO WHICH, OVER TIME, INEQUALITIES FUEL EVER-WIDENING GAPS AMONG INDIVIDUALS AND SOCIAL GROUPS ON THE BASIS OF THE WELLKNOWN ADAGE: ""THE RICH GET RICHER AND THE POOR GET POORER"". IN THIS PAPER, WE ANALYSE THE RESULTS OF THE MATTHEW EFFECT IN ITALY IN RELATION TO FIRST AND SECOND LEVEL DIGITAL DIVIDE, IN ORDER TO DETERMINE THE TRAJECTORIES OF CLOSURE, PERSISTENCE OR REINFORCEMENT OF INEQUALITIES WITHIN THE POPULATION. THE CENTRAL RESEARCH QUESTION OF THE WORK AIMS TO UNDERSTAND WHETHER, WHEN COMPARED WITH A HIGHER LEVEL OF DISSEMINATION OF TECHNOLOGY OVER TIME, THE ADOPTION CURVES TRACE A MODEL OF PROGRESSIVE INCLUSION FOR THE ""POOR"" WHICH APPROACH THE ""RICHEST"", OR WHETHER PROGRESSIVE INCREASES ARE RECORDED IN GAPS. CONSIDERING A TIME SPAN OF MORE THAN A DECADE, MICRODATA FROM THE ISTAT MULTIPURPOSE ""ASPECTS OF DAILY LIFE"" SURVEY WERE USED TO FIND AN EMPIRICALLY GROUNDED ANSWER TO THIS RESEARCH QUESTION. IN TERMS OF METHODOLOGY, INDICES OF ABSOLUTE AND RELATIVE DIGITAL EXCLUSION AND MARGINALISATION WHICH ARE NECESSARY TO TAKE INTO ACCOUNT THE CHANGING NATURE OF THE PHENOMENON WERE PROPOSED AND USED. TECHNIQUES OF MULTIVARIATE ANALYSIS (CLUSTER ANALYSIS AND MULTIPLE FACTOR ANALYSIS) WERE ALSO APPLIED TO DETECT ANY CHANGES IN THE STRUCTURE OF VARIABLES AND TRAJECTORIES OF THE SOCIO-DEMOGRAPHIC CHARACTERISTICS IN QUESTION. THE MAIN RESULTS SHOW THE EXISTENCE OF A RELATIVE MATTHEW EFFECT IN ITALY: DESPITE THE GENERAL INCREASE IN THE SPREAD OF TECHNOLOGIES, WE ARE WITNESSING A PROGRESSIVE IMPOVERISHMENT OF THE WEAKEST SECTORS OF THE POPULATION."
"Hargittai E, 2019",FROM INTERNET ACCESS TO INTERNET SKILLS: DIGITAL INEQUALITY AMONG OLDER ADULTS,1,3.4989190667346586,0.6642170717919729,"ALTHOUGH MUCH RESEARCH EXAMINES THE FACTORS THAT AFFECT TECHNOLOGY ADOPTION AND USE, LESS IS KNOWN ABOUT HOW OLDER ADULTS AS A GROUP DIFFER IN THEIR ABILITY TO USE THE INTERNET. THE THEORY OF DIGITAL INEQUALITY SUGGESTS THAT EVEN ONCE PEOPLE HAVE GONE ONLINE, DIFFERENCES AMONG THEM WILL PERSIST IN IMPORTANT WAYS SUCH AS THEIR ONLINE SKILLS. WE ANALYZE SURVEY DATA ABOUT OLDER AMERICAN ADULTS' INTERNET SKILLS TO EXAMINE WHETHER SKILLS DIFFER IN THIS GROUP AND IF THEY DO, WHAT EXPLAINS DIFFERENTIAL ONLINE ABILITIES. WE FIND THAT THERE IS CONSIDERABLE VARIATION IN INTERNET KNOW-HOW AND THIS RELATES TO BOTH SOCIOECONOMIC STATUS AND AUTONOMY OF USE. THE RESULTS SUGGEST THAT ATTEMPTS TO ACHIEVE A KNOWLEDGEABLE OLDER ADULT POPULATION REGARDING INTERNET USE MUST TAKE INTO ACCOUNT THESE USERS' SOCIOECONOMIC BACKGROUND AND AVAILABLE ACCESS POINTS."
"Lutz C, 2019",DIGITAL INEQUALITIES IN THE AGE OF ARTIFICIAL INTELLIGENCE AND BIG DATA,1,4.980706056665203,0.7405313736574336,"IN THIS LITERATURE REVIEW, I SUMMARIZE KEY CONCEPTS AND FINDINGS FROM THE RICH ACADEMIC LITERATURE ON DIGITAL INEQUALITIES. I PROPOSE THAT DIGITAL INEQUALITIES RESEARCH SHOULD LOOK MORE INTO LABOR‐ AND BIG DATA‐RELATED QUESTIONS SUCH AS INEQUALITIES IN ONLINE LABOR MARKETS AND THE NEGATIVE EFFECTS OF ALGORITHMIC DECISION‐MAKING FOR VULNERABLE POPULATION GROUPS. THE ARTICLE ENGAGES WITH THE SOCIOLOGICAL LITERATURE ON DIGITAL INEQUALITIES AND EXPLAINS THE GENERAL APPROACH TO DIGITAL INEQUALITIES, BASED ON THE DISTINCTION OF FIRST‐, SECOND‐, AND THIRD‐LEVEL DIGITAL DIVIDES. FIRST, INEQUALITIES IN ACCESS TO DIGITAL TECHNOLOGIES ARE DISCUSSED. THIS DISCUSSION IS EXTENDED TO EMERGING TECHNOLOGIES, INCLUDING THE INTERNET‐OF‐THINGS AND ARTIFICIAL INTELLIGENCE‐POWERED SYSTEMS SUCH AS SMART SPEAKERS. SECOND, INEQUALITIES IN DIGITAL SKILLS AND TECHNOLOGY USE ARE REVIEWED AND CONNECTED TO THE DISCOURSE ON NEW FORMS OF WORK SUCH AS THE SHARING ECONOMY OR GIG ECONOMY. THIRD AND FINALLY, THE DISCOURSE ON THE OUTCOMES, IN THE FORM OF BENEFITS OR HARMS, FROM DIGITAL TECHNOLOGY USE IS TAKEN UP. HERE, I PROPOSE TO INTEGRATE THE DIGITAL INEQUALITIES LITERATURE MORE STRONGLY WITH CRITICAL ALGORITHM STUDIES AND RECENT DISCUSSIONS ABOUT DATAFICATION, DIGITAL FOOTPRINTS, AND INFORMATION PRIVACY."
"Xiao Z, 2020",'YOU ARE TOO OUT!': A MIXED METHODS STUDY OF THE WAYS IN WHICH DIGITAL DIVIDES ARTICULATE STATUS AND POWER IN CHINA,1,3.139915784540651,0.676088185415489,"THIS STUDY INVESTIGATES THE DIFFERENCES IN ADOLESCENT ENGAGEMENT WITH INFORMATION AND COMMUNICATION TECHNOLOGIES (ICT), SUCH AS COMPUTERS, THE INTERNET, AND MOBILE PHONES. INVOLVING 698 SECOND-YEAR HIGH SCHOOL STUDENTS FROM URBAN, RURAL, AND ETHNIC TIBETAN REGIONS OF CHINA, IT FINDS THAT PATTERNS OF ACCESS AND USE INDICATE STATUS AND POWER, AND THE MEANINGS TEENAGERS POUR INTO THE TECHNOLOGIES ARTICULATE SOCIAL AND EDUCATIONAL DIFFERENCES. ON AVERAGE, TIBETANS ARE DISADVANTAGED IN ACCESS, AND THE RETURN ON PARENTAL EDUCATION IS GREATER FOR THE MAINSTREAM HAN THAN IT IS FOR TIBETANS. HOWEVER, STATE 'PREFERENTIAL POLICIES' HAVE MITIGATED TIBETANS' PLIGHT IN USE, WHICH MAKES THE LEAST PRIVILEGED TO BE HAN STUDENTS WITH PARENTS HAVING NO MORE THAN SIX YEARS OF EDUCATION."
"Ragnedda M, 2020",MEASURING DIGITAL CAPITAL: AN EMPIRICAL INVESTIGATION,1,10.314572136283664,1,"THIS ARTICLE DEVELOPS A DIGITAL CAPITAL INDEX BY ADOPTING THE DEFINITION PROVIDED BY RAGNEDDA, WHO DEFINES DIGITAL CAPITAL AS THE ACCUMULATION OF DIGITAL COMPETENCIES AND DIGITAL TECHNOLOGIES, AND THE MODEL FOR MEASURING IT DEVELOPED BY RAGNEDDA AND RUIU. IT AIMS TO DEVELOP A MEASURE THAT CAN BE REPLICATED FOR COMPARISON IN DIFFERENT CONTEXTS. THIS ARTICLE CONTRIBUTES BOTH THEORETICALLY AND EMPIRICALLY TO THE LITERATURE BY (A) CONSOLIDATING THE CONCEPT OF DIGITAL CAPITAL AS A SPECIFIC CAPITAL AND (B) EMPIRICALLY MEASURING IT. A DIGITAL CAPITAL INDEX IS DEVELOPED THROUGH AN EXPLORATORY FACTOR ANALYSIS (EFA) AND VALIDATED WITH A REPRESENTATIVE SAMPLE SURVEY OF 868 UK CITIZENS. THE VALIDATION PROCEDURE SHOWS THAT THE DIGITAL CAPITAL INDEX IS ASSOCIATED WITH SOCIOECONOMIC AND SOCIODEMOGRAPHIC PATTERNS, SUCH AS AGE, INCOME, EDUCATIONAL LEVEL AND PLACE OF RESIDENCE, WHILE IT APPEARS NOT TO BE RELATED TO GENDER."
"Janschitz G, 2022",HOW DIGITAL ARE 'DIGITAL NATIVES' ACTUALLY? DEVELOPING AN INSTRUMENT TO MEASURE THE DEGREE OF DIGITALISATION OF UNIVERSITY STUDENTS - THE DDS-INDEX,1,2.4488852708184785,0.6800452232899944,"YOUNG PEOPLE ARE STILL REFERRED TO AS DIGITAL NATIVES, ALTHOUGH NUMEROUS STUDIES HAVE SHOWN DIFFERENCES IN THEIR ACCESS TO DIGITAL DEVICES, INTERNET USAGE AND ATTITUDE TOWARDS DIGITALISATION. SUCH DIFFERENCES CAN LEAD TO DIGITAL INEQUALITIES. IN HIGHER EDUCATION DIGITAL INEQUALITIES AMONG STUDENTS ARE SCARCELY RESEARCHED AS IT IS ASSUMED THAT UNIVERSITY STUDENTS POSSESS CRUCIAL DIGITAL COMPETENCIES WHICH THEY HAVE ACQUIRED AT SCHOOL AND IN EVERYDAY LIFE THROUGH THE USE OF DIGITAL DEVICES AND APPLICATIONS. HOWEVER, RESEARCH FINDINGS SUGGEST THAT STUDENTS CANNOT DIRECTLY TRANSFER THEIR DIGITAL SKILLS TO THEIR STUDY SITUATION. THE PRESENTED STUDY AIMS TO MEASURE THE DEGREE OF DIGITALISATION BY MEANS OF AN INDEX, THE DDS-INDEX, WHICH WAS DEVELOPED IN THE CONTEXT OF A LARGE-SCALE SURVEY AMONG FIRST-SEMESTER STUDENTS IN AUSTRIA (N=4,822). THE DDS-INDEX MAPS THE DEGREE OF DIGITALISATION OF STUDENTS ON A RANGE OF 0 TO 100 POINTS. THIS PAPER OUTLINES THE DEVELOPMENT AND ASSESSMENT OF THE DDS-INDEX AND USES IT TO ANALYSE DIFFERENCES IN THE DEGREE OF DIGITALISATION OF STUDENTS IN ORDER TO DRAW CONCLUSIONS ABOUT A DIGITAL DIVIDE AT UNIVERSITIES."
"Gomez D, 2022",DIGITAL PRACTICES ACROSS THE UK POPULATION: THE INFLUENCE OF SOCIO-ECONOMIC AND TECHNO-SOCIAL VARIABLES IN THE USE OF THE INTERNET,1,5.122075347012123,0.7060486150367439,"THIS ARTICLE INVESTIGATES THE ENTANGLEMENT BETWEEN SOCIO-ECONOMIC AND TECHNOLOGICAL FACTORS IN CONDITIONING PEOPLE'S PATTERNS OF INTERNET USE. WE ANALYSED THE INFLUENCE OF SOCIODEMOGRAPHIC AND TECHNO-SOCIAL ASPECTS IN CONDITIONING THE DISTINCTIVE DIGITAL PRACTICES DEVELOPED BY INTERNET USERS. BY USING A REPRESENTATIVE SAMPLE OF UK USERS AND DIFFERENT METHODS OF ANALYSIS, SUCH AS FACTOR ANALYSIS, K-MEANS CLUSTER ANALYSIS AND LOGIT ANALYSIS, THIS STUDY SHOWS HOW TECHNO-SOCIAL VARIABLES HAVE A STRONGER EFFECT THAN SOCIO-ECONOMIC VARIABLES IN EXPLAINING THE ADVANCED USE OF THE INTERNET."
